list_order,episode_id,record_idx,scene,goal_radius
625,1088,1087,2azQ1b91cZZ,3.0
626,1089,1088,2azQ1b91cZZ,3.0
627,1093,1092,QUCTc6BB5sX,3.0
628,1094,1093,QUCTc6BB5sX,3.0
629,1095,1094,QUCTc6BB5sX,3.0
630,1096,1095,QUCTc6BB5sX,3.0
631,1097,1096,QUCTc6BB5sX,3.0
632,1098,1097,QUCTc6BB5sX,3.0
633,1099,1098,zsNo4HB9uLZ,3.0
634,1100,1099,zsNo4HB9uLZ,3.0
635,1101,1100,zsNo4HB9uLZ,3.0
636,1105,1104,QUCTc6BB5sX,3.0
637,1106,1105,QUCTc6BB5sX,3.0
638,1107,1106,QUCTc6BB5sX,3.0
639,1108,1107,zsNo4HB9uLZ,3.0
640,1109,1108,zsNo4HB9uLZ,3.0
641,1110,1109,zsNo4HB9uLZ,3.0
642,1114,1113,QUCTc6BB5sX,3.0
643,1115,1114,QUCTc6BB5sX,3.0
644,1116,1115,QUCTc6BB5sX,3.0
645,1117,1116,x8F5xyUWy9e,3.0
646,1118,1117,x8F5xyUWy9e,3.0
647,1119,1118,x8F5xyUWy9e,3.0
648,1129,1128,QUCTc6BB5sX,3.0
649,1130,1129,QUCTc6BB5sX,3.0
650,1131,1130,QUCTc6BB5sX,3.0
651,1132,1131,Z6MFQCViBuw,3.0
652,1133,1132,Z6MFQCViBuw,3.0
653,1134,1133,Z6MFQCViBuw,3.0
654,1135,1134,zsNo4HB9uLZ,3.0
655,1136,1135,zsNo4HB9uLZ,3.0
656,1137,1136,zsNo4HB9uLZ,3.0
657,1138,1137,QUCTc6BB5sX,3.0
658,1139,1138,QUCTc6BB5sX,3.0
659,1140,1139,QUCTc6BB5sX,3.0
660,1141,1140,QUCTc6BB5sX,3.0
661,1142,1141,QUCTc6BB5sX,3.0
662,1143,1142,QUCTc6BB5sX,3.0
663,1147,1146,8194nk5LbLH,3.0
664,1148,1147,8194nk5LbLH,3.0
665,1149,1148,8194nk5LbLH,3.0
666,1150,1149,TbHJrupSAjP,3.0
667,1151,1150,TbHJrupSAjP,3.0
668,1152,1151,TbHJrupSAjP,3.0
669,1153,1152,X7HyMhZNoso,3.0
670,1154,1153,X7HyMhZNoso,3.0
671,1155,1154,X7HyMhZNoso,3.0
672,1156,1155,QUCTc6BB5sX,3.0
673,1157,1156,QUCTc6BB5sX,3.0
674,1158,1157,QUCTc6BB5sX,3.0
675,1159,1158,2azQ1b91cZZ,3.0
676,1160,1159,2azQ1b91cZZ,3.0
677,1161,1160,2azQ1b91cZZ,3.0
678,1165,1164,zsNo4HB9uLZ,3.0
679,1166,1165,zsNo4HB9uLZ,3.0
680,1167,1166,zsNo4HB9uLZ,3.0
681,1168,1167,X7HyMhZNoso,3.0
682,1169,1168,X7HyMhZNoso,3.0
683,1170,1169,X7HyMhZNoso,3.0
684,1171,1170,TbHJrupSAjP,3.0
685,1172,1171,TbHJrupSAjP,3.0
686,1173,1172,TbHJrupSAjP,3.0
687,1177,1176,X7HyMhZNoso,3.0
688,1178,1177,X7HyMhZNoso,3.0
689,1179,1178,X7HyMhZNoso,3.0
690,1180,1179,QUCTc6BB5sX,3.0
691,1181,1180,QUCTc6BB5sX,3.0
692,1182,1181,QUCTc6BB5sX,3.0
693,1183,1182,QUCTc6BB5sX,3.0
694,1184,1183,QUCTc6BB5sX,3.0
695,1185,1184,QUCTc6BB5sX,3.0
696,1189,1188,2azQ1b91cZZ,3.0
697,1190,1189,2azQ1b91cZZ,3.0
698,1191,1190,2azQ1b91cZZ,3.0
699,1192,1191,Z6MFQCViBuw,3.0
700,1193,1192,Z6MFQCViBuw,3.0
701,1194,1193,Z6MFQCViBuw,3.0
702,1195,1194,zsNo4HB9uLZ,3.0
703,1196,1195,zsNo4HB9uLZ,3.0
704,1197,1196,zsNo4HB9uLZ,3.0
705,1198,1197,zsNo4HB9uLZ,3.0
706,1199,1198,zsNo4HB9uLZ,3.0
707,1200,1199,zsNo4HB9uLZ,3.0
708,1201,1200,QUCTc6BB5sX,3.0
709,1202,1201,QUCTc6BB5sX,3.0
710,1203,1202,QUCTc6BB5sX,3.0
711,1204,1203,EU6Fwq7SyZv,3.0
712,1205,1204,EU6Fwq7SyZv,3.0
713,1206,1205,EU6Fwq7SyZv,3.0
714,1207,1206,QUCTc6BB5sX,3.0
715,1208,1207,QUCTc6BB5sX,3.0
716,1209,1208,QUCTc6BB5sX,3.0
717,1213,1212,2azQ1b91cZZ,3.0
718,1214,1213,2azQ1b91cZZ,3.0
719,1215,1214,2azQ1b91cZZ,3.0
720,1228,1227,QUCTc6BB5sX,3.0
721,1229,1228,QUCTc6BB5sX,3.0
722,1230,1229,QUCTc6BB5sX,3.0
723,1237,1236,Z6MFQCViBuw,3.0
724,1238,1237,Z6MFQCViBuw,3.0
725,1239,1238,Z6MFQCViBuw,3.0
726,1240,1239,zsNo4HB9uLZ,3.0
727,1241,1240,zsNo4HB9uLZ,3.0
728,1242,1241,zsNo4HB9uLZ,3.0
729,1246,1245,TbHJrupSAjP,3.0
730,1247,1246,TbHJrupSAjP,3.0
731,1248,1247,TbHJrupSAjP,3.0
732,1255,1254,2azQ1b91cZZ,3.0
733,1256,1255,2azQ1b91cZZ,3.0
734,1257,1256,2azQ1b91cZZ,3.0
735,1261,1260,zsNo4HB9uLZ,3.0
736,1262,1261,zsNo4HB9uLZ,3.0
737,1263,1262,zsNo4HB9uLZ,3.0
738,1264,1263,2azQ1b91cZZ,3.0
739,1265,1264,2azQ1b91cZZ,3.0
740,1266,1265,2azQ1b91cZZ,3.0
741,1270,1269,TbHJrupSAjP,3.0
742,1271,1270,TbHJrupSAjP,3.0
743,1272,1271,TbHJrupSAjP,3.0
744,1276,1275,TbHJrupSAjP,3.0
745,1277,1276,TbHJrupSAjP,3.0
746,1278,1277,TbHJrupSAjP,3.0
747,1279,1278,TbHJrupSAjP,3.0
748,1280,1279,TbHJrupSAjP,3.0
749,1281,1280,TbHJrupSAjP,3.0
750,1282,1281,TbHJrupSAjP,3.0
751,1283,1282,TbHJrupSAjP,3.0
752,1284,1283,TbHJrupSAjP,3.0
753,1285,1284,zsNo4HB9uLZ,3.0
754,1286,1285,zsNo4HB9uLZ,3.0
755,1287,1286,zsNo4HB9uLZ,3.0
756,1288,1287,2azQ1b91cZZ,3.0
757,1289,1288,2azQ1b91cZZ,3.0
758,1290,1289,2azQ1b91cZZ,3.0
759,1300,1299,Z6MFQCViBuw,3.0
760,1301,1300,Z6MFQCViBuw,3.0
761,1302,1301,Z6MFQCViBuw,3.0
762,1303,1302,EU6Fwq7SyZv,3.0
763,1304,1303,EU6Fwq7SyZv,3.0
764,1305,1304,EU6Fwq7SyZv,3.0
765,1309,1308,Z6MFQCViBuw,3.0
766,1310,1309,Z6MFQCViBuw,3.0
767,1311,1310,Z6MFQCViBuw,3.0
768,1312,1311,TbHJrupSAjP,3.0
769,1313,1312,TbHJrupSAjP,3.0
770,1314,1313,TbHJrupSAjP,3.0
771,1321,1320,zsNo4HB9uLZ,3.0
772,1322,1321,zsNo4HB9uLZ,3.0
773,1323,1322,zsNo4HB9uLZ,3.0
774,1324,1323,oLBMNvg9in8,3.0
775,1325,1324,oLBMNvg9in8,3.0
776,1326,1325,oLBMNvg9in8,3.0
777,1327,1326,QUCTc6BB5sX,3.0
778,1328,1327,QUCTc6BB5sX,3.0
779,1329,1328,QUCTc6BB5sX,3.0
780,1333,1332,zsNo4HB9uLZ,3.0
781,1334,1333,zsNo4HB9uLZ,3.0
782,1335,1334,zsNo4HB9uLZ,3.0
783,1336,1335,X7HyMhZNoso,3.0
784,1337,1336,X7HyMhZNoso,3.0
785,1338,1337,X7HyMhZNoso,3.0
786,1339,1338,2azQ1b91cZZ,3.0
787,1340,1339,2azQ1b91cZZ,3.0
788,1341,1340,2azQ1b91cZZ,3.0
789,1345,1344,QUCTc6BB5sX,3.0
790,1346,1345,QUCTc6BB5sX,3.0
791,1347,1346,QUCTc6BB5sX,3.0
792,1351,1350,QUCTc6BB5sX,3.0
793,1352,1351,QUCTc6BB5sX,3.0
794,1353,1352,QUCTc6BB5sX,3.0
795,1354,1353,zsNo4HB9uLZ,3.0
796,1355,1354,zsNo4HB9uLZ,3.0
797,1356,1355,zsNo4HB9uLZ,3.0
798,1360,1359,zsNo4HB9uLZ,3.0
799,1361,1360,zsNo4HB9uLZ,3.0
800,1362,1361,zsNo4HB9uLZ,3.0
801,1363,1362,TbHJrupSAjP,3.0
802,1364,1363,TbHJrupSAjP,3.0
803,1365,1364,TbHJrupSAjP,3.0
804,1366,1365,TbHJrupSAjP,3.0
805,1367,1366,TbHJrupSAjP,3.0
806,1368,1367,TbHJrupSAjP,3.0
807,1372,1371,2azQ1b91cZZ,3.0
808,1373,1372,2azQ1b91cZZ,3.0
809,1374,1373,2azQ1b91cZZ,3.0
810,1375,1374,zsNo4HB9uLZ,3.0
811,1376,1375,zsNo4HB9uLZ,3.0
812,1377,1376,zsNo4HB9uLZ,3.0
813,1378,1377,x8F5xyUWy9e,3.0
814,1379,1378,x8F5xyUWy9e,3.0
815,1380,1379,x8F5xyUWy9e,3.0
816,1381,1380,2azQ1b91cZZ,3.0
817,1382,1381,2azQ1b91cZZ,3.0
818,1383,1382,2azQ1b91cZZ,3.0
819,1387,1386,zsNo4HB9uLZ,3.0
820,1388,1387,zsNo4HB9uLZ,3.0
821,1389,1388,zsNo4HB9uLZ,3.0
822,1393,1392,2azQ1b91cZZ,3.0
823,1394,1393,2azQ1b91cZZ,3.0
824,1395,1394,2azQ1b91cZZ,3.0
825,1396,1395,QUCTc6BB5sX,3.0
826,1397,1396,QUCTc6BB5sX,3.0
827,1398,1397,QUCTc6BB5sX,3.0
828,1405,1404,TbHJrupSAjP,3.0
829,1406,1405,TbHJrupSAjP,3.0
830,1407,1406,TbHJrupSAjP,3.0
831,1417,1416,TbHJrupSAjP,3.0
832,1418,1417,TbHJrupSAjP,3.0
833,1419,1418,TbHJrupSAjP,3.0
834,1420,1419,QUCTc6BB5sX,3.0
835,1421,1420,QUCTc6BB5sX,3.0
836,1422,1421,QUCTc6BB5sX,3.0
837,1432,1431,2azQ1b91cZZ,3.0
838,1433,1432,2azQ1b91cZZ,3.0
839,1434,1433,2azQ1b91cZZ,3.0
840,1435,1434,zsNo4HB9uLZ,3.0
841,1436,1435,zsNo4HB9uLZ,3.0
842,1437,1436,zsNo4HB9uLZ,3.0
843,1438,1437,zsNo4HB9uLZ,3.0
844,1439,1438,zsNo4HB9uLZ,3.0
845,1440,1439,zsNo4HB9uLZ,3.0
846,1441,1440,2azQ1b91cZZ,3.0
847,1442,1441,2azQ1b91cZZ,3.0
848,1443,1442,2azQ1b91cZZ,3.0
849,1444,1443,X7HyMhZNoso,3.0
850,1445,1444,X7HyMhZNoso,3.0
851,1446,1445,X7HyMhZNoso,3.0
852,1450,1449,oLBMNvg9in8,3.0
853,1451,1450,oLBMNvg9in8,3.0
854,1452,1451,oLBMNvg9in8,3.0
855,1462,1461,QUCTc6BB5sX,3.0
856,1463,1462,QUCTc6BB5sX,3.0
857,1464,1463,QUCTc6BB5sX,3.0
858,1465,1464,QUCTc6BB5sX,3.0
859,1466,1465,QUCTc6BB5sX,3.0
860,1467,1466,QUCTc6BB5sX,3.0
861,1471,1470,2azQ1b91cZZ,3.0
862,1472,1471,2azQ1b91cZZ,3.0
863,1473,1472,2azQ1b91cZZ,3.0
864,1474,1473,zsNo4HB9uLZ,3.0
865,1475,1474,zsNo4HB9uLZ,3.0
866,1476,1475,zsNo4HB9uLZ,3.0
867,1477,1476,zsNo4HB9uLZ,3.0
868,1478,1477,zsNo4HB9uLZ,3.0
869,1479,1478,zsNo4HB9uLZ,3.0
870,1480,1479,zsNo4HB9uLZ,3.0
871,1481,1480,zsNo4HB9uLZ,3.0
872,1482,1481,zsNo4HB9uLZ,3.0
873,1486,1485,TbHJrupSAjP,3.0
874,1487,1486,TbHJrupSAjP,3.0
875,1488,1487,TbHJrupSAjP,3.0
876,1489,1488,EU6Fwq7SyZv,3.0
877,1490,1489,EU6Fwq7SyZv,3.0
878,1491,1490,EU6Fwq7SyZv,3.0
879,1498,1497,2azQ1b91cZZ,3.0
880,1499,1498,2azQ1b91cZZ,3.0
881,1500,1499,2azQ1b91cZZ,3.0
882,1501,1500,zsNo4HB9uLZ,3.0
883,1502,1501,zsNo4HB9uLZ,3.0
884,1503,1502,zsNo4HB9uLZ,3.0
885,1513,1512,QUCTc6BB5sX,3.0
886,1514,1513,QUCTc6BB5sX,3.0
887,1515,1514,QUCTc6BB5sX,3.0
888,1516,1515,EU6Fwq7SyZv,3.0
889,1517,1516,EU6Fwq7SyZv,3.0
890,1518,1517,EU6Fwq7SyZv,3.0
891,1519,1518,zsNo4HB9uLZ,3.0
892,1520,1519,zsNo4HB9uLZ,3.0
893,1521,1520,zsNo4HB9uLZ,3.0
894,1522,1521,zsNo4HB9uLZ,3.0
895,1523,1522,zsNo4HB9uLZ,3.0
896,1524,1523,zsNo4HB9uLZ,3.0
897,1525,1524,2azQ1b91cZZ,3.0
898,1526,1525,2azQ1b91cZZ,3.0
899,1527,1526,2azQ1b91cZZ,3.0
900,1528,1527,X7HyMhZNoso,3.0
901,1529,1528,X7HyMhZNoso,3.0
902,1530,1529,X7HyMhZNoso,3.0
903,1537,1536,QUCTc6BB5sX,3.0
904,1538,1537,QUCTc6BB5sX,3.0
905,1539,1538,QUCTc6BB5sX,3.0
906,1543,1542,QUCTc6BB5sX,3.0
907,1544,1543,QUCTc6BB5sX,3.0
908,1545,1544,QUCTc6BB5sX,3.0
909,1546,1545,oLBMNvg9in8,3.0
910,1547,1546,oLBMNvg9in8,3.0
911,1548,1547,oLBMNvg9in8,3.0
912,1549,1548,zsNo4HB9uLZ,3.0
913,1550,1549,zsNo4HB9uLZ,3.0
914,1551,1550,zsNo4HB9uLZ,3.0
915,1558,1557,Z6MFQCViBuw,3.0
916,1559,1558,Z6MFQCViBuw,3.0
917,1560,1559,Z6MFQCViBuw,3.0
918,1561,1560,QUCTc6BB5sX,3.0
919,1562,1561,QUCTc6BB5sX,3.0
920,1563,1562,QUCTc6BB5sX,3.0
921,1564,1563,EU6Fwq7SyZv,3.0
922,1565,1564,EU6Fwq7SyZv,3.0
923,1566,1565,EU6Fwq7SyZv,3.0
924,1567,1566,X7HyMhZNoso,3.0
925,1568,1567,X7HyMhZNoso,3.0
926,1569,1568,X7HyMhZNoso,3.0
927,1573,1572,2azQ1b91cZZ,3.0
928,1574,1573,2azQ1b91cZZ,3.0
929,1575,1574,2azQ1b91cZZ,3.0
930,1579,1578,2azQ1b91cZZ,3.0
931,1580,1579,2azQ1b91cZZ,3.0
932,1581,1580,2azQ1b91cZZ,3.0
933,1588,1587,Z6MFQCViBuw,3.0
934,1589,1588,Z6MFQCViBuw,3.0
935,1590,1589,Z6MFQCViBuw,3.0
936,1600,1599,TbHJrupSAjP,3.0
937,1601,1600,TbHJrupSAjP,3.0
938,1602,1601,TbHJrupSAjP,3.0
939,1606,1605,2azQ1b91cZZ,3.0
940,1607,1606,2azQ1b91cZZ,3.0
941,1608,1607,2azQ1b91cZZ,3.0
942,1612,1611,zsNo4HB9uLZ,3.0
943,1613,1612,zsNo4HB9uLZ,3.0
944,1614,1613,zsNo4HB9uLZ,3.0
945,1615,1614,QUCTc6BB5sX,3.0
946,1616,1615,QUCTc6BB5sX,3.0
947,1617,1616,QUCTc6BB5sX,3.0
948,1621,1620,2azQ1b91cZZ,3.0
949,1622,1621,2azQ1b91cZZ,3.0
950,1623,1622,2azQ1b91cZZ,3.0
951,1633,1632,x8F5xyUWy9e,3.0
952,1634,1633,x8F5xyUWy9e,3.0
953,1635,1634,x8F5xyUWy9e,3.0
954,1636,1635,zsNo4HB9uLZ,3.0
955,1637,1636,zsNo4HB9uLZ,3.0
956,1638,1637,zsNo4HB9uLZ,3.0
957,1639,1638,TbHJrupSAjP,3.0
958,1640,1639,TbHJrupSAjP,3.0
959,1641,1640,TbHJrupSAjP,3.0
960,1642,1641,TbHJrupSAjP,3.0
961,1643,1642,TbHJrupSAjP,3.0
962,1644,1643,TbHJrupSAjP,3.0
963,1645,1644,zsNo4HB9uLZ,3.0
964,1646,1645,zsNo4HB9uLZ,3.0
965,1647,1646,zsNo4HB9uLZ,3.0
966,1648,1647,TbHJrupSAjP,3.0
967,1649,1648,TbHJrupSAjP,3.0
968,1650,1649,TbHJrupSAjP,3.0
969,1651,1650,Z6MFQCViBuw,3.0
970,1652,1651,Z6MFQCViBuw,3.0
971,1653,1652,Z6MFQCViBuw,3.0
972,1654,1653,TbHJrupSAjP,3.0
973,1655,1654,TbHJrupSAjP,3.0
974,1656,1655,TbHJrupSAjP,3.0
975,1657,1656,Z6MFQCViBuw,3.0
976,1658,1657,Z6MFQCViBuw,3.0
977,1659,1658,Z6MFQCViBuw,3.0
978,1660,1659,TbHJrupSAjP,3.0
979,1661,1660,TbHJrupSAjP,3.0
980,1662,1661,TbHJrupSAjP,3.0
981,1678,1677,zsNo4HB9uLZ,3.0
982,1679,1678,zsNo4HB9uLZ,3.0
983,1680,1679,zsNo4HB9uLZ,3.0
984,1681,1680,zsNo4HB9uLZ,3.0
985,1682,1681,zsNo4HB9uLZ,3.0
986,1683,1682,zsNo4HB9uLZ,3.0
987,1684,1683,zsNo4HB9uLZ,3.0
988,1685,1684,zsNo4HB9uLZ,3.0
989,1686,1685,zsNo4HB9uLZ,3.0
990,1690,1689,zsNo4HB9uLZ,3.0
991,1691,1690,zsNo4HB9uLZ,3.0
992,1692,1691,zsNo4HB9uLZ,3.0
993,1699,1698,QUCTc6BB5sX,3.0
994,1700,1699,QUCTc6BB5sX,3.0
995,1701,1700,QUCTc6BB5sX,3.0
996,1705,1704,QUCTc6BB5sX,3.0
997,1706,1705,QUCTc6BB5sX,3.0
998,1707,1706,QUCTc6BB5sX,3.0
999,1708,1707,TbHJrupSAjP,3.0
1000,1709,1708,TbHJrupSAjP,3.0
1001,1710,1709,TbHJrupSAjP,3.0
1002,1711,1710,TbHJrupSAjP,3.0
1003,1712,1711,TbHJrupSAjP,3.0
1004,1713,1712,TbHJrupSAjP,3.0
1005,1714,1713,2azQ1b91cZZ,3.0
1006,1715,1714,2azQ1b91cZZ,3.0
1007,1716,1715,2azQ1b91cZZ,3.0
1008,1717,1716,QUCTc6BB5sX,3.0
1009,1718,1717,QUCTc6BB5sX,3.0
1010,1719,1718,QUCTc6BB5sX,3.0
1011,1720,1719,zsNo4HB9uLZ,3.0
1012,1721,1720,zsNo4HB9uLZ,3.0
1013,1722,1721,zsNo4HB9uLZ,3.0
1014,1723,1722,QUCTc6BB5sX,3.0
1015,1724,1723,QUCTc6BB5sX,3.0
1016,1725,1724,QUCTc6BB5sX,3.0
1017,1729,1728,2azQ1b91cZZ,3.0
1018,1730,1729,2azQ1b91cZZ,3.0
1019,1731,1730,2azQ1b91cZZ,3.0
1020,1738,1737,X7HyMhZNoso,3.0
1021,1739,1738,X7HyMhZNoso,3.0
1022,1740,1739,X7HyMhZNoso,3.0
1023,1741,1740,QUCTc6BB5sX,3.0
1024,1742,1741,QUCTc6BB5sX,3.0
1025,1743,1742,QUCTc6BB5sX,3.0
1026,1747,1746,oLBMNvg9in8,3.0
1027,1748,1747,oLBMNvg9in8,3.0
1028,1749,1748,oLBMNvg9in8,3.0
1029,1750,1749,QUCTc6BB5sX,3.0
1030,1751,1750,QUCTc6BB5sX,3.0
1031,1752,1751,QUCTc6BB5sX,3.0
1032,1753,1752,zsNo4HB9uLZ,3.0
1033,1754,1753,zsNo4HB9uLZ,3.0
1034,1755,1754,zsNo4HB9uLZ,3.0
1035,1756,1755,2azQ1b91cZZ,3.0
1036,1757,1756,2azQ1b91cZZ,3.0
1037,1758,1757,2azQ1b91cZZ,3.0
1038,1759,1758,X7HyMhZNoso,3.0
1039,1760,1759,X7HyMhZNoso,3.0
1040,1761,1760,X7HyMhZNoso,3.0
1041,1765,1764,zsNo4HB9uLZ,3.0
1042,1766,1765,zsNo4HB9uLZ,3.0
1043,1767,1766,zsNo4HB9uLZ,3.0
1044,1768,1767,2azQ1b91cZZ,3.0
1045,1769,1768,2azQ1b91cZZ,3.0
1046,1770,1769,2azQ1b91cZZ,3.0
1047,1771,1770,zsNo4HB9uLZ,3.0
1048,1772,1771,zsNo4HB9uLZ,3.0
1049,1773,1772,zsNo4HB9uLZ,3.0
1050,1777,1776,pLe4wQe7qrG,3.0
1051,1778,1777,pLe4wQe7qrG,3.0
1052,1779,1778,pLe4wQe7qrG,3.0
1053,1783,1782,QUCTc6BB5sX,3.0
1054,1784,1783,QUCTc6BB5sX,3.0
1055,1785,1784,QUCTc6BB5sX,3.0
1056,1789,1788,TbHJrupSAjP,3.0
1057,1790,1789,TbHJrupSAjP,3.0
1058,1791,1790,TbHJrupSAjP,3.0
1059,1795,1794,X7HyMhZNoso,3.0
1060,1796,1795,X7HyMhZNoso,3.0
1061,1797,1796,X7HyMhZNoso,3.0
1062,1801,1800,2azQ1b91cZZ,3.0
1063,1802,1801,2azQ1b91cZZ,3.0
1064,1803,1802,2azQ1b91cZZ,3.0
1065,1804,1803,QUCTc6BB5sX,3.0
1066,1805,1804,QUCTc6BB5sX,3.0
1067,1806,1805,QUCTc6BB5sX,3.0
1068,1807,1806,zsNo4HB9uLZ,3.0
1069,1808,1807,zsNo4HB9uLZ,3.0
1070,1809,1808,zsNo4HB9uLZ,3.0
1071,1819,1818,Z6MFQCViBuw,3.0
1072,1820,1819,Z6MFQCViBuw,3.0
1073,1821,1820,Z6MFQCViBuw,3.0
1074,1831,1830,oLBMNvg9in8,3.0
1075,1832,1831,oLBMNvg9in8,3.0
1076,1833,1832,oLBMNvg9in8,3.0
